"code","description","domain","grade","keywords","prerequisite","scope","level_A","level_B","level_C","level_D","level_E","competencies","common_misconceptions"
"[6국01-01]","대화에서 생략된 내용을 추론하며 듣는다.","듣기·말하기","초5-6","","","","대화에서 들은 내용에 담긴 정보와 맥락을 적극적으로 활용하여 드러나지 않거나 생략된 내용을 적절하게 추론하며 들을 수 있다.","대화에서 들은 내용에 담긴 정보와 맥락을 활용하여 드러나지 않거나 생략된 내용을 추론하며 들을 수 있다.","대화에서 들은 내용에 담긴 정보와 맥락을 제한적으로 활용하여 드러나지 않거나 생략된 내용을 부분적으로 추론하며 듣는다.","","","",""
"[6국01-02]","주장을 파악하고 이유나 근거가 타당한지 평가하며 듣는다.","듣기·말하기","초5-6","","","","상대의 주장, 이유, 근거를 정확하게 파악하고, 이유나 근거가 주장을 타당하게 뒷받침하는지 적극적으로 평가하며 들을 수 있다.","상대의 주장, 이유, 근거를 파악하고, 이유나 근거가 주장을 타당하게 뒷받침하는지 평가하며 들을 수 있다.","상대의 주장, 이유, 근거를 제한적으로 파악하고, 이유나 근거를 부분적으로 평가하며 듣는다.","","","",""
"[6국01-03]","주제와 관련하여 궁금한 내용을 질문하며 적극적으로 듣고 말한다.","듣기·말하기","초5-6","","","","듣기 목적에 맞게 주제와 관련하여 궁금한 내용에 대해 분명한 표현으로 질문하며, 적극적으로 듣고 말할 수 있다.","듣기 목적에 맞게 주제와 관련하여 궁금한 내용에 대해 질문하며, 적극적으로 듣고 말할 수 있다.","주제와 관련하여 궁금한 내용에 대해 제한적으로 질문하며 듣고 말한다.","","","",""
"[6국01-04]","면담의 절차를 이해하고 상대와 매체를 고려하여 면담한다.","듣기·말하기","초5-6","","","","면담의 절차를 이해하여 상황에 맞게 적절하게 적용하고, 상대와 매체를 고려하여 효과적으로 면담할 수 있다.","면담의 절차를 이해하여 단계적으로 수행하고, 상대와 매체를 고려하여 면담할 수 있다.","면담의 절차를 부분적으로 이해하고 상대와 매체를 일부 고려하여 면담한다.","","","",""
"[6국01-05]","자료를 선별하여 핵심 정보를 중심으로 내용을 구성하고 매체를 활용하여 발표한다.","듣기·말하기","초5-6","","","","말하기 목적과 주제를 고려하여 선별한 자료에서 핵심 정보를 중심으로 내용을 효과적으로 구성하고, 말하기 상황과 내용에 적합한 매체를 활용하여 발표할 수 있다.","선별한 자료에서 핵심 정보를 중심으로 내용을 구성하고, 말하기 상황과 내용에 적절한 매체를 활용하여 발표할 수 있다.","수집한 자료에서 발표 내용을 제한적으로 구성하고, 매체를 부분적으로 활용하여 발표한다.","","","",""
"[6국01-06]","토의에 협력적으로 참여하며 서로의 의견을 비교하고 조정한다.","듣기·말하기","초5-6","","","","다른 사람의 의견을 경청하고 자신의 의견을 타당하게 제시하며 토의 활동에 협력적으로 참여하고, 서로의 의견을 종합적으로 검토하고 비교하여 조정할 수 있다.","다른 사람의 의견을 경청하고 자신의 의견을 제시하며 토의 활동에 협력적으로 참여하고, 서로의 의견을 검토하고 비교하여 조정할 수 있다.","토의에 제한적으로 참여하며 서로의 의견을 부분적으로 비교한다.","","","",""
"[6국01-07]","절차와 규칙을 지키고 타당한 이유와 근거를 제시하며 토론한다.","듣기·말하기","초5-6","","","","토론의 절차와 규칙을 정확하게 지키며, 주장에 대한 타당한 이유와 근거를 명확하게 제시하며 토론할 수 있다.","토론의 절차와 규칙을 지키며, 주장에 대한 타당한 이유와 근거를 제시하며 토론할 수 있다.","토론의 절차와 규칙을 제한적으로 따르며, 주장에 대한 이유나 근거를 일부 제시하며 토론에 참여한다.","","","",""
"[6국02-01]","글의 구조를 고려하며 주제나 주장을 파악하고 글 내용을 요약한다.","읽기","초5-6","","","","글의 구조를 고려하며 주제나 주장을 정확하게 파악하고 글의 내용을 자신의 언어로 중심 내용이 잘 드러나게 요약할 수 있다.","글의 구조를 고려하며 주제나 주장을 파악하고 글의 내용을 자신의 언어로 요약할 수 있다.","글의 구조를 고려하며 글의 내용을 부분적으로 파악하고 이를 요약한다.","","","",""
"[6국02-02]","글에서 생략된 내용이나 함축된 표현을 문맥을 고려하여 추론한다.","읽기","초5-6","","","","글의 문맥을 고려하여 의미를 이해할 수 있으며 생략된 내용이나 이어질 내용, 함축된 표현을 정확하게 추론할 수 있다.","글의 문맥을 고려하여 생략된 내용이나 함축된 표현을 추론할 수 있다.","글의 문맥을 일부 고려하며 글에서 생략된 내용과 함축된 표현을 제한적으로 추론한다.","","","",""
"[6국02-03]","글이나 자료를 읽고 내용의 타당성과 표현의 적절성을 평가한다.","읽기","초5-6","","","","글이나 자료를 읽고 평가 근거를 토대로 내용의 타당성과 표현의 적절성을 종합적으로 평가할 수 있다.","글이나 자료를 읽고 평가 근거를 토대로 내용의 타당성과 표현의 적절성을 평가할 수 있다.","글이나 자료를 읽고 내용의 타당성이나 표현의 적절성을 부분적으로 평가한다.","","","",""
